review_decision,corrected_label,corrected_text,notes,entity_id,sentence_id,package_id,document_number,label,text,start,end,confidence,source_probes,quality_flags,row_quality_flags,left_context,right_context,sentence_text
,,,,ent_829dff2065679c17,12_2025_tt_bca.dieu_4.khoan_3.diem_a.text_1.passage.s002,12_2025_TTBCA,12/2025/TT-BCA,REGULATED_SUBJECT,sát hạch viên,122,135,1.0,entities_probe_2000,,,"ô tô sát hạch, xử lý các tình huống trên đường giao thông và thực hiện theo hiệu lệnh của ",;,"Người dự sát hạch điều khiển xe ô tô sát hạch, xử lý các tình huống trên đường giao thông và thực hiện theo hiệu lệnh của sát hạch viên;"
,,,,ent_2b562b7f17367b70,12_2025_tt_bca.dieu_28.khoan_2.diem_a.passage.s003,12_2025_TTBCA,12/2025/TT-BCA,DOCUMENT_OR_PERMIT,thẻ tạm trú,8,19,1.0,entities_probe_2000,,,bản sao , hoặc thẻ thường trú hoặc chứng minh thư ngoại giao hoặc chứng minh thư công vụ đối với ng,bản sao thẻ tạm trú hoặc thẻ thường trú hoặc chứng minh thư ngoại giao hoặc chứng minh thư công vụ đối với người nước ngoài;
,,,,ent_516199bf36668282,12_2025_tt_bca.dieu_28.khoan_2.diem_a.passage.s003,12_2025_TTBCA,12/2025/TT-BCA,DOCUMENT_OR_PERMIT,thẻ thường trú,25,39,1.0,entities_probe_2000,,,bản sao thẻ tạm trú hoặc , hoặc chứng minh thư ngoại giao hoặc chứng minh thư công vụ đối với người nước ngoài;,bản sao thẻ tạm trú hoặc thẻ thường trú hoặc chứng minh thư ngoại giao hoặc chứng minh thư công vụ đối với người nước ngoài;
,,,,ent_1ec95be208380ba5,12_2025_tt_bca.dieu_28.khoan_2.diem_a.passage.s003,12_2025_TTBCA,12/2025/TT-BCA,DOCUMENT_OR_PERMIT,chứng minh thư ngoại giao,45,70,1.0,entities_probe_2000,,,bản sao thẻ tạm trú hoặc thẻ thường trú hoặc , hoặc chứng minh thư công vụ đối với người nước ngoài;,bản sao thẻ tạm trú hoặc thẻ thường trú hoặc chứng minh thư ngoại giao hoặc chứng minh thư công vụ đối với người nước ngoài;
,,,,ent_a2e9a0074583350e,12_2025_tt_bca.dieu_28.khoan_2.diem_a.passage.s003,12_2025_TTBCA,12/2025/TT-BCA,DOCUMENT_OR_PERMIT,chứng minh thư công vụ,76,98,1.0,entities_probe_2000,,,bản sao thẻ tạm trú hoặc thẻ thường trú hoặc chứng minh thư ngoại giao hoặc , đối với người nước ngoài;,bản sao thẻ tạm trú hoặc thẻ thường trú hoặc chứng minh thư ngoại giao hoặc chứng minh thư công vụ đối với người nước ngoài;
,,,,ent_2a976a2e04ecd234,12_2025_tt_bca.dieu_14.khoan_2.passage.s006,12_2025_TTBCA,12/2025/TT-BCA,PROCEDURE,sát hạch,35,43,0.9,entities_probe_2000,,,mỗi thí sinh chọn ngẫu nhiên 01 đề , trong bộ đề;,mỗi thí sinh chọn ngẫu nhiên 01 đề sát hạch trong bộ đề;
,,,,ent_4d44f0d04bec0fa0,12_2025_tt_bca.dieu_14.khoan_2.passage.s006,12_2025_TTBCA,12/2025/TT-BCA,DOCUMENT_OR_PERMIT,bộ đề,50,55,0.8,entities_probe_2000,,,mỗi thí sinh chọn ngẫu nhiên 01 đề sát hạch trong ,;,mỗi thí sinh chọn ngẫu nhiên 01 đề sát hạch trong bộ đề;
,,,,ent_fe3dbe597bdca3e9,12_2025_tt_bca.phu_luc_iv_quy_trinh_sat_hach_lai_xe_cac_hang_b_c1_c_d1_d2_va_d.appendix_section_roman_i.passage.s002,12_2025_TTBCA,12/2025/TT-BCA,REGULATED_SUBJECT,sát hạch viên,13,26,0.9,entities_probe_2000,,,"trong đó, 01 ", làm việc tại phòng sát hạch lý thuyết và 01 sát hạch viên làm nhiệm vụ tại khu vực kiểm t,"trong đó, 01 sát hạch viên làm việc tại phòng sát hạch lý thuyết và 01 sát hạch viên làm nhiệm vụ tại khu vực kiểm tra nhận dạng."
,,,,ent_1b418e23300a5136,12_2025_tt_bca.phu_luc_iv_quy_trinh_sat_hach_lai_xe_cac_hang_b_c1_c_d1_d2_va_d.appendix_section_roman_i.passage.s002,12_2025_TTBCA,12/2025/TT-BCA,FACILITY_OR_INFRASTRUCTURE,phòng sát hạch lý thuyết,40,64,0.8,entities_probe_2000,,,"trong đó, 01 sát hạch viên làm việc tại ", và 01 sát hạch viên làm nhiệm vụ tại khu vực kiểm tra nhận dạng.,"trong đó, 01 sát hạch viên làm việc tại phòng sát hạch lý thuyết và 01 sát hạch viên làm nhiệm vụ tại khu vực kiểm tra nhận dạng."
,,,,ent_0c66e54fae1bfe6f,12_2025_tt_bca.phu_luc_iv_quy_trinh_sat_hach_lai_xe_cac_hang_b_c1_c_d1_d2_va_d.appendix_section_roman_i.passage.s002,12_2025_TTBCA,12/2025/TT-BCA,FACILITY_OR_INFRASTRUCTURE,khu vực kiểm tra nhận dạng,102,128,0.8,entities_probe_2000,,, sát hạch viên làm việc tại phòng sát hạch lý thuyết và 01 sát hạch viên làm nhiệm vụ tại ,.,"trong đó, 01 sát hạch viên làm việc tại phòng sát hạch lý thuyết và 01 sát hạch viên làm nhiệm vụ tại khu vực kiểm tra nhận dạng."
,,,,ent_17d6e4575dc33d76,12_2025_tt_bca.phu_luc_i_de_nghi_sat_hach_de_cap_giay_phep_lai_xe.p_4.passage.s001,12_2025_TTBCA,12/2025/TT-BCA,PROCEDURE,chương trình đào tạo lái xe,23,50,0.8,entities_probe_2000,,,Đã hoàn thành nội dung , hạng……….......................... tại……..................................................,Đã hoàn thành nội dung chương trình đào tạo lái xe hạng……….......................... tại……................................................................................................................................
,,,,ent_9f8786c1845cba26,12_2025_tt_bca.phu_luc_x_bieu_mau_giay_phep_lai_xe.p_35.passage.s002,12_2025_TTBCA,12/2025/TT-BCA,LICENSE_CLASS,hạng B,27,33,1.0,regex_license_class,regex_supplement,,03: Chỉ điều khiển xe ô tô ," số tự động, cấp cho người khuyết tật tay phải;","03: Chỉ điều khiển xe ô tô hạng B số tự động, cấp cho người khuyết tật tay phải;"
,,,,ent_2bec52586a621edb,12_2025_tt_bca.phu_luc_v_quy_trinh_sat_hach_hang_be_d1e_d2e_de.table_1.row_1.passage.s001,12_2025_TTBCA,12/2025/TT-BCA,LICENSE_CLASS,Hạng BE,11,18,1.0,regex_license_class,regex_supplement,table_like_sentence,Nội dung | ,", D1E, D2E, DE","Nội dung | Hạng BE, D1E, D2E, DE"
,,,,ent_f10252794d368cdc,12_2025_tt_bca.phu_luc_v_quy_trinh_sat_hach_hang_be_d1e_d2e_de.table_1.row_1.passage.s001,12_2025_TTBCA,12/2025/TT-BCA,LICENSE_CLASS,D1E,20,23,1.0,regex_license_class,regex_supplement,table_like_sentence,"Nội dung | Hạng BE, ",", D2E, DE","Nội dung | Hạng BE, D1E, D2E, DE"
,,,,ent_2b2d62118a19c931,12_2025_tt_bca.phu_luc_v_quy_trinh_sat_hach_hang_be_d1e_d2e_de.table_1.row_1.passage.s001,12_2025_TTBCA,12/2025/TT-BCA,LICENSE_CLASS,D2E,25,28,1.0,regex_license_class,regex_supplement,table_like_sentence,"Nội dung | Hạng BE, D1E, ",", DE","Nội dung | Hạng BE, D1E, D2E, DE"
,,,,ent_4dd20443adfcd7bc,12_2025_tt_bca.phu_luc_v_quy_trinh_sat_hach_hang_be_d1e_d2e_de.table_1.row_1.passage.s001,12_2025_TTBCA,12/2025/TT-BCA,LICENSE_CLASS,DE,30,32,1.0,regex_license_class,regex_supplement,table_like_sentence,"Nội dung | Hạng BE, D1E, D2E, ",,"Nội dung | Hạng BE, D1E, D2E, DE"
,,,,ent_0a4df2cd08e700ce,13_2025_tt_bca.mau_so_03a_69_ke_hoach_bo_tri_luc_luong_lam_nhiem_vu_chi_huy_dieu_khien_giao_thong_duong_bo.table_3.row_1.passage.s001,13_2025_TTBCA,13/2025/TT-BCA,PROCEDURE,CHỈ HUY ĐƠN VỊ,0,16,0.9,entities_probe_2000,,table_like_sentence,," (Ký, ghi rõ họ tên)","CHỈ HUY ĐƠN VỊ (Ký, ghi rõ họ tên)"
,,,,ent_3ad10d9ee108a2fa,13_2025_tt_bca.mau_so_17_tnds_bien_ban_ghi_loi_khai.table_1.row_1.passage.s001,13_2025_TTBCA,13/2025/TT-BCA,DOCUMENT_OR_PERMIT,Mẫu số 17/TNĐS,0,15,0.9,entities_probe_2000,,table_like_sentence,, Ban hành theo Thông tư số 13/2025/TT-BCA ngày 28/02/2025,Mẫu số 17/TNĐS Ban hành theo Thông tư số 13/2025/TT-BCA ngày 28/02/2025
,,,,ent_df9d3ce0c026df9b,13_2025_tt_bca.mau_so_09_tnds_bao_cao_ket_qua_kham_nghiem_hien_truong_vu_tai_nan_giao_thong_duong_sat.text_23.passage.s001,13_2025_TTBCA,13/2025/TT-BCA,PLAN_OR_PROJECT,V.,0,2,0.9,entities_probe_2000,,heading_like_sentence,,,V.
,,,,ent_3b137555291324c5,13_2025_tt_bca.mau_so_03_tnds_bien_ban_xac_dinh_chi_tieu_ky_thuat_duong_sat_duong_ngang_cau_chu_d52066ea.text_25.passage.s001,13_2025_TTBCA,13/2025/TT-BCA,REGULATED_SUBJECT,chủ phương tiện giao thông,50,76,0.9,entities_probe_2000,,,4. Người có liên quan trong vụ TNGT hoặc đại diện ,", người lái tàu, lái xe, chủ sở hữu hợp pháp của tài sản bị thiệt hại (nếu có):","4. Người có liên quan trong vụ TNGT hoặc đại diện chủ phương tiện giao thông, người lái tàu, lái xe, chủ sở hữu hợp pháp của tài sản bị thiệt hại (nếu có):"
,,,,ent_cdd11fb09e7023f1,13_2025_tt_bca.mau_so_03_tnds_bien_ban_xac_dinh_chi_tieu_ky_thuat_duong_sat_duong_ngang_cau_chu_d52066ea.text_25.passage.s001,13_2025_TTBCA,13/2025/TT-BCA,REGULATED_SUBJECT,người lái tàu,78,91,0.9,entities_probe_2000,,,"4. Người có liên quan trong vụ TNGT hoặc đại diện chủ phương tiện giao thông, ",", lái xe, chủ sở hữu hợp pháp của tài sản bị thiệt hại (nếu có):","4. Người có liên quan trong vụ TNGT hoặc đại diện chủ phương tiện giao thông, người lái tàu, lái xe, chủ sở hữu hợp pháp của tài sản bị thiệt hại (nếu có):"
,,,,ent_b5b986e5b034514b,13_2025_tt_bca.mau_so_03_tnds_bien_ban_xac_dinh_chi_tieu_ky_thuat_duong_sat_duong_ngang_cau_chu_d52066ea.text_25.passage.s001,13_2025_TTBCA,13/2025/TT-BCA,REGULATED_SUBJECT,chủ sở hữu hợp pháp của tài sản bị thiệt hại,101,145,0.9,entities_probe_2000,,," liên quan trong vụ TNGT hoặc đại diện chủ phương tiện giao thông, người lái tàu, lái xe, ", (nếu có):,"4. Người có liên quan trong vụ TNGT hoặc đại diện chủ phương tiện giao thông, người lái tàu, lái xe, chủ sở hữu hợp pháp của tài sản bị thiệt hại (nếu có):"
,,,,ent_599c4a9535b55679,14_2025_tt_bxd.phu_luc_xxiii_mau_quy_dinh_ve_to_chuc_dao_tao_lai_xe_theo_hinh_thuc_dao_tao_tu_x_5e8b55db.table_3.row_3.passage.s001,14_2025_TTBXD,14/2025/TT-BXD,LICENSE_CLASS,Hạng C1,4,11,1.0,regex_license_class,regex_supplement,table_like_sentence,2 | ,,2 | Hạng C1
,,,,ent_d91f6b26b15e8c92,14_2025_tt_bxd.mau_so_02_cau_truc_truyen_du_lieu_quan_ly_dat.table_9.row_5.passage.s001,14_2025_TTBXD,14/2025/TT-BXD,VEHICLE_TYPE,Mã trung tâm đào tạo,75,95,0.0,entities_probe_2000,,table_like_sentence,Header | Authorization Token (Được khởi tạo sau quá trình login) CenterID: , | Authorization Token (Được khởi tạo sau quá trình login) CenterID: Mã trung tâm đào tạo ,Header | Authorization Token (Được khởi tạo sau quá trình login) CenterID: Mã trung tâm đào tạo | Authorization Token (Được khởi tạo sau quá trình login) CenterID: Mã trung tâm đào tạo | Authorization Token (Được khởi tạo sau quá trình login) CenterID: Mã trung tâm đào tạo | Authorization Token (Được khởi tạo sau quá trình login) CenterID: Mã trung tâm đào tạo | Authorization Token (Được khởi tạo sau quá trình login) CenterID: Mã trung tâm đào tạo
,,,,ent_7b8efc53d9a7a0e9,14_2025_tt_bxd.mau_so_02_cau_truc_truyen_du_lieu_quan_ly_dat.table_10.row_10.passage.s001,14_2025_TTBXD,14/2025/TT-BXD,VEHICLE_TYPE,Xe con,66,72,0.0,entities_probe_2000,,table_like_sentence,Dữ liệu đầu vào | VehicleType | Int | 5 | X | Loại phương tiện 1. ," 2. Xe tải 3. Xe bán tải 4. Xe chuyên dụng 5. Xe đầu kéo 6. Rơ móc, sơ mi rơ móc 7. Xe cơ ","Dữ liệu đầu vào | VehicleType | Int | 5 | X | Loại phương tiện 1. Xe con 2. Xe tải 3. Xe bán tải 4. Xe chuyên dụng 5. Xe đầu kéo 6. Rơ móc, sơ mi rơ móc 7. Xe cơ giới 8. Xe khách"
,,,,ent_c4fd14f0af6687b6,14_2025_tt_bxd.mau_so_02_cau_truc_truyen_du_lieu_quan_ly_dat.table_10.row_10.passage.s001,14_2025_TTBXD,14/2025/TT-BXD,VEHICLE_TYPE,Xe tải,76,82,0.0,entities_probe_2000,,table_like_sentence,Dữ liệu đầu vào | VehicleType | Int | 5 | X | Loại phương tiện 1. Xe con 2. ," 3. Xe bán tải 4. Xe chuyên dụng 5. Xe đầu kéo 6. Rơ móc, sơ mi rơ móc 7. Xe cơ giới 8. Xe","Dữ liệu đầu vào | VehicleType | Int | 5 | X | Loại phương tiện 1. Xe con 2. Xe tải 3. Xe bán tải 4. Xe chuyên dụng 5. Xe đầu kéo 6. Rơ móc, sơ mi rơ móc 7. Xe cơ giới 8. Xe khách"
,,,,ent_73da5fc08a19ef0d,14_2025_tt_bxd.mau_so_02_cau_truc_truyen_du_lieu_quan_ly_dat.table_10.row_10.passage.s001,14_2025_TTBXD,14/2025/TT-BXD,VEHICLE_TYPE,Xe bán tải,86,96,0.0,entities_probe_2000,,table_like_sentence,Dữ liệu đầu vào | VehicleType | Int | 5 | X | Loại phương tiện 1. Xe con 2. Xe tải 3. ," 4. Xe chuyên dụng 5. Xe đầu kéo 6. Rơ móc, sơ mi rơ móc 7. Xe cơ giới 8. Xe khách","Dữ liệu đầu vào | VehicleType | Int | 5 | X | Loại phương tiện 1. Xe con 2. Xe tải 3. Xe bán tải 4. Xe chuyên dụng 5. Xe đầu kéo 6. Rơ móc, sơ mi rơ móc 7. Xe cơ giới 8. Xe khách"
,,,,ent_dfa7744cc8d5813e,14_2025_tt_bxd.mau_so_02_cau_truc_truyen_du_lieu_quan_ly_dat.table_10.row_10.passage.s001,14_2025_TTBXD,14/2025/TT-BXD,VEHICLE_TYPE,Xe chuyên dụng,100,114,0.0,entities_probe_2000,,table_like_sentence,u vào | VehicleType | Int | 5 | X | Loại phương tiện 1. Xe con 2. Xe tải 3. Xe bán tải 4. ," 5. Xe đầu kéo 6. Rơ móc, sơ mi rơ móc 7. Xe cơ giới 8. Xe khách","Dữ liệu đầu vào | VehicleType | Int | 5 | X | Loại phương tiện 1. Xe con 2. Xe tải 3. Xe bán tải 4. Xe chuyên dụng 5. Xe đầu kéo 6. Rơ móc, sơ mi rơ móc 7. Xe cơ giới 8. Xe khách"
,,,,ent_198a7c71c3608aa1,14_2025_tt_bxd.mau_so_02_cau_truc_truyen_du_lieu_quan_ly_dat.table_10.row_10.passage.s001,14_2025_TTBXD,14/2025/TT-BXD,VEHICLE_TYPE,Xe đầu kéo,118,128,0.0,entities_probe_2000,,table_like_sentence,e | Int | 5 | X | Loại phương tiện 1. Xe con 2. Xe tải 3. Xe bán tải 4. Xe chuyên dụng 5. ," 6. Rơ móc, sơ mi rơ móc 7. Xe cơ giới 8. Xe khách","Dữ liệu đầu vào | VehicleType | Int | 5 | X | Loại phương tiện 1. Xe con 2. Xe tải 3. Xe bán tải 4. Xe chuyên dụng 5. Xe đầu kéo 6. Rơ móc, sơ mi rơ móc 7. Xe cơ giới 8. Xe khách"
,,,,ent_69117e9301acd965,14_2025_tt_bxd.mau_so_02_cau_truc_truyen_du_lieu_quan_ly_dat.table_10.row_10.passage.s001,14_2025_TTBXD,14/2025/TT-BXD,VEHICLE_TYPE,"Rơ móc, sơ mi rơ móc",132,152,0.0,entities_probe_2000,,table_like_sentence,X | Loại phương tiện 1. Xe con 2. Xe tải 3. Xe bán tải 4. Xe chuyên dụng 5. Xe đầu kéo 6. , 7. Xe cơ giới 8. Xe khách,"Dữ liệu đầu vào | VehicleType | Int | 5 | X | Loại phương tiện 1. Xe con 2. Xe tải 3. Xe bán tải 4. Xe chuyên dụng 5. Xe đầu kéo 6. Rơ móc, sơ mi rơ móc 7. Xe cơ giới 8. Xe khách"
,,,,ent_96c5bee89281c97e,14_2025_tt_bxd.mau_so_02_cau_truc_truyen_du_lieu_quan_ly_dat.table_10.row_10.passage.s001,14_2025_TTBXD,14/2025/TT-BXD,VEHICLE_TYPE,Xe cơ giới,156,166,0.0,entities_probe_2000,,table_like_sentence,"Xe con 2. Xe tải 3. Xe bán tải 4. Xe chuyên dụng 5. Xe đầu kéo 6. Rơ móc, sơ mi rơ móc 7. ", 8. Xe khách,"Dữ liệu đầu vào | VehicleType | Int | 5 | X | Loại phương tiện 1. Xe con 2. Xe tải 3. Xe bán tải 4. Xe chuyên dụng 5. Xe đầu kéo 6. Rơ móc, sơ mi rơ móc 7. Xe cơ giới 8. Xe khách"
,,,,ent_42e11cd098b21ee1,14_2025_tt_bxd.mau_so_02_cau_truc_truyen_du_lieu_quan_ly_dat.table_10.row_10.passage.s001,14_2025_TTBXD,14/2025/TT-BXD,VEHICLE_TYPE,Xe khách,170,178,0.0,entities_probe_2000,,table_like_sentence,"ải 3. Xe bán tải 4. Xe chuyên dụng 5. Xe đầu kéo 6. Rơ móc, sơ mi rơ móc 7. Xe cơ giới 8. ",,"Dữ liệu đầu vào | VehicleType | Int | 5 | X | Loại phương tiện 1. Xe con 2. Xe tải 3. Xe bán tải 4. Xe chuyên dụng 5. Xe đầu kéo 6. Rơ móc, sơ mi rơ móc 7. Xe cơ giới 8. Xe khách"
,,,,ent_a8197fddd6ab3f70,151_2024_nd_cp.dieu_11.khoan_10.diem_c.passage.s001,151_2024_NDCP,151/2024/ND-CP,REGULATED_SUBJECT,"họ, tên",27,34,0.9,entities_probe_2000,,,Thông tin về người lái xe: ,;,"Thông tin về người lái xe: họ, tên;"
,,,,ent_eb84dde939391d9d,151_2024_nd_cp.dieu_11.khoan_8.diem_g.passage.s001,151_2024_NDCP,151/2024/ND-CP,FEE_OR_PAYMENT,bồi thường bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới,10,76,0.9,entities_probe_2000,,,Thông tin ,;,Thông tin bồi thường bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới;
,,,,ent_62d082bedfd5f200,151_2024_nd_cp.dieu_12.khoan_5.diem_dd.passage.s001,151_2024_NDCP,151/2024/ND-CP,FACILITY_OR_INFRASTRUCTURE,"Cơ sở dữ liệu về xử lý vi phạm hành chính về trật tự, an toàn giao thông đường bộ",0,81,0.9,entities_probe_2000,,,,.,"Cơ sở dữ liệu về xử lý vi phạm hành chính về trật tự, an toàn giao thông đường bộ."
